,annotation_id,id,text,class,label
706,56119538,1877082117940576609,Keine 10 Tage 2025 und schon kreuzgenervt...,Non-Propaganda,0
631,56125613,1888554433543336436,Die Mitte darf nicht weichen.,Propaganda,1
1385,56620223,1886359366388904350,Für starke Familien.,Propaganda,1
939,56122922,1887149418480034239,SPD & Grüne haben trotz der israelischen Kriegsverbrechen in Gaza Waffen an Netanjahu geliefert.,Propaganda,1
1356,56618286,1878841634105983102,Was eine gute Politikerin ausmacht?,Non-Propaganda,0
625,56118962,1879818683805258038,"Wir haben den Buchtitel ""Den Bach rauf"" deshalb der Realität angepasst.",Non-Propaganda,0
1181,56616288,1883495175970062368,"Sie haben es, ihr habt es in der Hand.",Non-Propaganda,0
748,56618599,1880585086200082480,"Ich glaube nicht, dass Deutschland sich auf Dauer mehr Wachstum durch höhere Staatsausgaben erkaufen kann.",Non-Propaganda,0
746,56071629,1891968469261853050,Heute war ich bei Markus Lanz mit spannenden Gästen und guten Debatten.,Non-Propaganda,0
1476,56615993,1891091303368171751,Endspurt!,Non-Propaganda,0
1876,56619871,1874110025305833500,Blicken wir nach vorn – mit Zuversicht.,Propaganda,1
324,56296976,1882450953280082319,Unter meiner Führung wird die Bundesregierung erstens: Handlungsfähigkeit wieder herstellen.,Propaganda,1
1873,56618060,1888697633113288993,Scholz ist eine Gefahr für den Mittelstand!,Propaganda,1
55,56122958,1888601175005773990,"Zeit für Alice Weidel"" live aus Heidenheim!",Non-Propaganda,0
281,56123640,1890344466633945373,"Heute müssen wir uns der Realität stellen, die das Handeln und die Ankündigungen der US-Regierung für die Ukraine, für Europa und für die Welt bedeuten.",Non-Propaganda,0
1801,56118736,1875483198299525605,Nur die Stimmen für uns ermöglichen einen umfassenden Politikwechsel in Deutschland.,Propaganda,1
1125,56621682,1890150311580623175,Wir brauchen faire Löhne!,Propaganda,1
1488,56620453,1880148542565618109,Wie bitte?,Non-Propaganda,0
892,56122741,1878084750042091682,Und deswegen kehren wir zu zwei Dingen zurück.,Non-Propaganda,0
186,56067327,1892332490666262655,Er hat die richtigen Antworten zur richtigen Zeit.,Non-Propaganda,0
1655,56117837,1879542663076085817,"Deutschland steht an einem Scheideweg und braucht einen klaren politischen Richtungswechsel, um die zentralen Herausforderungen unserer Zeit zu bewältigen.",Propaganda,1
1483,56623229,1881758845451620394,"Jeder Milliardär ist eine Gefahr für die Demokratie“, so unser Vorsitzender",Propaganda,1
1031,56623244,1888191488103731617,"Herzlich willkommen in Nürnberg, lieber _FriedrichMerz!",Non-Propaganda,0
756,56619219,1885706459645640945,Bei allem Respekt.,Non-Propaganda,0
552,56298635,1891203341033644252,Andersherum wird ein Schuh draus:,Non-Propaganda,0
681,56619366,1891234200918839698,"Diese Ausnahmen wollen wir abschaffen & die Mietpreisbremse endlich scharf stellen, denn die Mieten müssen unbedingt runter.",Propaganda,1
1844,56296672,1883429881348051311,Wir geben Antworten auf die drängenden Probleme.,Propaganda,1
9,56297637,1890139582265716771,"Die Große Koalition mag in den Büchern keine Schulden gemacht haben, aber Schulden gemacht hat sie trotzdem – in unserem Land.",Propaganda,1
598,56065674,1887467098726621361,"Während sich die CDU als Opfer linksextremer Gewalt inszeniert, zeigt das Beispiel der CDU-Landesregierung in NRW, dass die CDU selbst linke Strukturen finanziert.",Propaganda,1
712,56123780,1889650234017362088,Mit sieben Prioritäten für Aufbruch statt Rückschritt.,Propaganda,1
1994,56618888,1887051461470617603,"Olaf Scholz sorgt für einen Mindestlohn von 15 €, mehr Tarifbindung in den Betrieben und durch eine Entlastung von 95 % der Steuerzahler*innen für deutlich mehr Geld in der Tasche für die meisten Leute in Deutschland.",Propaganda,1
1567,56617753,1885734095809863983,Liebe Grüße an Christian Lindner.,Non-Propaganda,0
364,56123705,1885599215768003073,Jetzt deutschlandweit: Wort statt Wortbruch.,Propaganda,1
355,56121513,1885250556895039985,"Sie hat sich verabschiedet aus der demokratischen Mitte“, so KatjaMast.",Propaganda,1
1568,56071562,1875135045930819864,"Zeit, dass man Dich hört: Deine Stimme zählt!",Non-Propaganda,0
575,56619041,1884600261034807632,Sonst droht uns eine schwarz-blaue Regierung in Deutschland!,Propaganda,1
1580,56620023,1882384894908862473,Für die FDP ist eine neue Migrationspolitik die Bedingung für jede Regierungsbeteiligung.,Non-Propaganda,0
687,56616525,1880325922857054529,Deutschland war stark abhängig von russischen Energielieferungen – ein gefährliches Erbe der Vorgängerregierungen.,Propaganda,1
1403,56118369,1891214068905652391,"Wenn wir aus der Rezession heraus wollen, müssen wir den Binnenkonsum ankurbeln!",Propaganda,1
256,56617771,1880604750804086917,Die Spitzenkandidatin für die Hamburger Bürgerschaftswahl CansuOezdemir,Non-Propaganda,0
603,56626858,1887464048310075627,Wir bitten um Verständnis.,Non-Propaganda,0
1496,56118971,1876720823991472459,"Merz, Scholz und Habeck streiten, wer das beste Schoßhündchen der ist.",Propaganda,1
94,56617967,1888674468773446032,Unsere fünf Punkte für ein sicheres Deutschland.,Non-Propaganda,0
1922,56296710,1892209152568537419,"Sie schaden vor allem der deutschen Wirtschaft, nicht der russischen!",Propaganda,1
1862,56616033,1885649322404192380,"Falls ihr ein paar Minuten Zeit habt, bleibt gerne dran.",Non-Propaganda,0
949,56297149,1876565287836733856,"Wer jetzt noch den Atom-Traum träumt, sollte wissen:",Propaganda,1
1853,56121975,1890392434443534587,"Ich fordere die anderen Ministerpräsidenten auf, unserem Antrag im Bundesrat zuzustimmen.",Non-Propaganda,0
1760,56297248,1883535908730978575,Weiter geht's!,Non-Propaganda,0
1824,56071849,1888702947628085700,"Im TVDuell sprechen Merz und Scholz über Atomkraftwerke, folgende Fragen bleiben (wie immer) unbeantwortet ...",Non-Propaganda,0
19,56618895,1889063679024333262,Nachhilfe von Christian Lindner bei hartaberfair.,Non-Propaganda,0
1604,56065717,1879078991812030673,"Pistorius verschenkt modernste Artillerie in die Ukraine, während die Bundeswehr mit leeren Händen dasteht.",Propaganda,1
64,56618804,1876238246700793973,Dann werde jetzt Mitglied: AllesLässtSichÄndern,Non-Propaganda,0
1209,56069377,1878040580019589169,Wir freuen uns auf ein erfolgreiches Wochenende!,Non-Propaganda,0
1734,56066566,1886431546153828697,".Markus_Soeder: Wer ein Kalifat fordert, der hat in unserem Land keine Zukunft!",Propaganda,1
1963,56298467,1876350786105692513,Hier gibts die Antwort.,Non-Propaganda,0
1919,56119355,1881681841406550162,Deshalb mehrfuerdich gibt es nur mit der SPD.,Propaganda,1
1653,56126467,1884499793210216733,Aber die letzten Jahre haben Deutschland wirtschaftlich schwer geschadet.,Propaganda,1
1974,56125095,1892337188064342354,Warum gerät Klimaschutz aus dem Fokus?,Non-Propaganda,0
485,56304138,1886747306348744758,Wir müssen wieder die billigsten Energielieferanten zu bevorzugen.,Non-Propaganda,0
100,56617835,1883831986332356755,Migrationswende oder „Brandmauer“?,Propaganda,1
1950,56299567,1889399473937457638,Mehr zu Stimmen für Merz gibt’s hier:,Non-Propaganda,0
1657,56615897,1879855653428011305,Folge von beispiellosem Staatsversagen!,Propaganda,1
647,56069683,1891606391367876910,"Wir brauchen einen Kompetenzrückbau der EU: Souveränität zurück in die Nationalstaaten, keine Gängelei durch nicht demokratische Institutionen, wie die EU-Kommission eine ist.",Propaganda,1
461,56071879,1890449688689529113,Bei Maybrit Illner spreche ich über das kolossale diplomatische Versagen der deutschen und europäischen Politik.,Propaganda,1
1543,56621496,1887533531183604093,"Ich empfinde eine große Verantwortung, unseren Kindern und Enkelkindern dieselbe Welt zu hinterlassen, in der wir leben durften – eine Welt in Freiheit, in Frieden und in Wohlstand.",Propaganda,1
236,56621239,1881327857357685035,"Europa ist immer dann stärker geworden, wenn es besonders gefordert wurde.",Propaganda,1
1746,56124616,1887232633597309105,"Arbeit ist ein Teil unserer Lebenserfüllung, Arbeit ist ein Teil unserer Lebensgrundlagen.",Propaganda,1
821,56066783,1874822325134344702,Unser Vorschlag zur Deckelung der Stromnetzentgelte steht.,Non-Propaganda,0
1612,56617704,1874485592995856871,Den Hinterbliebenen & dem amerikanischen Volk gilt mein aufrichtiges Belileid.,Non-Propaganda,0
742,56071818,1888682930861707352,⁠._FriedrichMerz erinnert Olaf Scholz im TVDuell:,Non-Propaganda,0
1933,56123730,1891221564995301680,Olaf Scholz hat Deutschlands Ansehen in Europa geschadet.,Propaganda,1
1888,56122506,1889236598576820240,"Einfach und unbürokratisch, als Steuerprämie – die USA und andere machen uns das erfolgreich vor.",Propaganda,1
394,56065898,1891606518908453019,Ich bin außerdem für ein stabiles Rentenniveau.,Non-Propaganda,0
1271,56065894,1893397944805548050,"An so viel Geld kommt nur, wer einsteckt, was andere Leute erarbeitet haben.",Propaganda,1
565,56299226,1887654564351930550,"Das heißt, eben nicht Menschen mit geringem Einkommen gegen solche mit noch geringerem auszuspielen.",Non-Propaganda,0
599,56619458,1873742481084522905,Das BSW fordert eine Rentenreform wie in Österreich und eine gesetzliche Mindestrente in Höhe von 1500 Euro nach 40 Versicherungsjahren.,Non-Propaganda,0
358,56617811,1883165646529466426,Einschalten lohnt sich!,Non-Propaganda,0
1228,56118055,1882393118269698155,Klartext von _FriedrichMerz zu Aschaffenburg: „In diesen Minuten laufen Täter wie der von gestern frei herum.,Propaganda,1
708,56298546,1887166485555990741,- über 200 Kultuschaffende rufen zur Wahl der SPD auf.,Propaganda,1
211,56617110,1879533857755599002,Deutschland endlich wieder auf Wachstumskurs bringen!,Propaganda,1
1467,56122483,1884992605391380581,Dazu bald mehr.,Non-Propaganda,0
701,56297691,1884349071390863456,Deutschland muss ein tolerantes und weltoffenes Land bleiben.,Propaganda,1
1630,56066085,1877794919554650254,Olaf Scholz bei WWW vor GTA6,Non-Propaganda,0
227,56071939,1892530914267152607,"Um Deutschland wieder in Ordnung zu bringen, braucht es eine maximal starke CSU.",Propaganda,1
287,56299235,1889287674587971790,"Wissen Sie, was ein Popanz ist?",Propaganda,1
306,56621612,1887066184710819881,"Sozialbeiträge & Steuern für die Mehrheit senken, Löhne rauf & Mieten einfrieren, CO2-Preis, Lkw-Maut & Mehrwertsteuer auf Grundnahrungsmittel abschaffen, Strompreise senken – unser 5-Punkte-Plan entlastet die Bürger im Schnitt um 100 Euro im Monat.",Propaganda,1
1751,56123868,1887189446308561322,Warum man den Fachkräftemangel nicht beheben kann indem man die Löhne drückt oder mit unkontrollierter Migration unser Bildungssystem überfordert:,Propaganda,1
1529,56617347,1877361933461987644,Eigentlich ein Wahlkampf-Geschenk für Hr Lindner !,Non-Propaganda,0
1839,56619166,1884637346013835580,"Minister Habeck eingestehen, dass seine vorherigen Prognosen allein Zweckoptimismus waren.",Propaganda,1
1357,56304713,1888680329382183202,Das musste bekanntlich regelmäßig gegen Rot-Grün durchgesetzt werden.,Non-Propaganda,0
688,56299519,1888681414948004311,Die FDP ist eine Bereicherung für den Bundestag.,Propaganda,1
1106,56119341,1882481158073795037,Alle müssen jetzt ihre Aufgaben machen.,Propaganda,1
1222,56304841,1888537350575153159,Das müssen wir ändern.,Propaganda,1
299,56068157,1887488826983010405,Eine von zehn Familie in Deutschland kann sich kein gesundes Essen leisten – und die Regierung schaut zu.,Propaganda,1
1561,56065878,1881311551757619440,Jetzt live!,Non-Propaganda,0
390,56620723,1881328207636398266,"% der Wirtschaftsleistung für Aufrüstung ausgeben – das wären über 120 Mrd. €, also ein Viertel des Bundeshaushalts!",Non-Propaganda,0
245,56066321,1882076179374731681,Remigration jetzt!,Propaganda,1
1120,56117639,1882380907794808893,"Ich werde im Fall meiner Wahl zum Bundeskanzler der Bundesrepublik Deutschland am ersten Tag meiner Amtszeit das Bundesinnenministerium im Wege der Richtlinienkompetenz des Bundeskanzlers anweisen, die deutschen Staatsgrenzen zu allen unseren Nachbarn dauerhaft zu kontrollieren",Non-Propaganda,0
629,56615564,1892560920724840802,Darum geht es am Sonntag - Die ganze Rede,Non-Propaganda,0
1514,56298967,1893244389184676235,Terrorismusexperte Neumann über die Häufung von Anschlägen vor der Bundestagswahl und den Zusammenhang mit dem nicht funktionierenden Integrationssystem und Nachahmungstäter „Fast alle Attentäter der vergangenen Jahre kommen aus dem Bereich Flucht und Asyl.,Non-Propaganda,0
1616,56620117,1882023262768726510,"In der faznet haben wolf_reuter und ich die nötigen Maßnahmen beschrieben, um bis 2029 über 150 Mrd Euro zu mobilisieren – für ambitionierte Steuersenkungen und mehr Investitionen.",Non-Propaganda,0
559,56119241,1893413418553455052,in den Niederlanden verdienen E-Auto-Besitzer bereits Geld damit – so wird Mobilität klimafreundlich & wirtschaftlich attraktiv.,Propaganda,1
665,56616672,1884169233841656188,"Beim ""Zustrombegrenzungsgesetz"" haben CDU & CSU von AfD-Anträgen abgeschrieben, die sie selbst immer wieder abgelehnt hatten.",Propaganda,1
774,56122610,1887642614028976278,Wir müssen an die Preise ran.,Propaganda,1
1254,56626900,1883198764225040461,"Lieber Winfried, danke für deine Worte und die kleine Wanderung mitten durch dieses baden-württembergische Erfolgsprojekt.",Non-Propaganda,0
752,56071755,1880988913453473987,Endlich kommen israelische Geiseln frei.,Non-Propaganda,0
1371,56620262,1878385973634924635,"Es ist eine Kursbestimmung für das, was politisch ansteht, wie auch für mich persönlich.",Non-Propaganda,0
1188,56067393,1886482822673666328,"Montag früh habe die Partei 71.277 Mitglieder gezählt, so viele wie zuletzt 2010.",Non-Propaganda,0
1084,56621306,1891042414141264031,"Statt die Mächtigen zu kontrollieren spielt man Pressesprecher von Mark Rutte, Friedrich Merz,",Non-Propaganda,0
1737,56297009,1880148159529468141,"Vorsicht: Wenn Habeck nicht gefällt, was Du machst, dann ruft er Deine Mutter an!",Propaganda,1
1346,56069318,1893279337551405369,"Genau deshalb ist sie meine Heimat"" – Schauspieler Sebastian Ströbel erklärt, warum er morgen die SPD wählt.",Propaganda,1
1539,56069011,1892880123784736912,Deshalb am Sonntag mit beiden Stimmen AfD und damit echte Veränderung wählen!,Propaganda,1
1057,56069332,1878085288334860460,Die Aufbruchsstimmung und Wechselstimmung in Deutschland sind spürbar.,Non-Propaganda,0
1676,56126522,1888555291395956846,"Wir provozieren ganz links, weil wir die politische Kraft sind, die am stärksten für die Liebe zur Freiheit, den Respekt vor dem Eigentum und das Leistungsprinzip stehen.",Propaganda,1
415,56066262,1879522102287749592,"CDU-Arbeitnehmer für Habeck-Pläne"": Wer CDU wählt, wählt auch die Grünen.",Propaganda,1
868,56118945,1889634684121829685,"Mit den Spitzenkandidierenden HeidiReichinnek & jan_vanaken, unserer Ko-Vorsitzenden inesschwerdtner & ""Silberlocke"" GregorGysi!",Non-Propaganda,0
1102,56618051,1889050651281256726,300.000 Menschen haben den Pflegeberuf verlassen.,Non-Propaganda,0
884,56299410,1884599158335549929,"Sie sagen, Sie würden mit Ihren Vorschlägen „all in“ gehen - so wie beim Pokerspiel.",Non-Propaganda,0
1277,56615601,1891901552270471588,Rette dein Land.,Propaganda,1
531,56617092,1884959675675775288,Jetzt beginnt eine neue Epoche!,Propaganda,1
1654,56616417,1888688644526919871,"Aber für Pflege, Krankenhäuser, Bildung, Brücken und Bus & Bahn fehlt dann immer das Geld.",Propaganda,1
1707,56619854,1890744312259891532,Das WG-Zimmer nicht nur nach dem Preis aussuchen?,Non-Propaganda,0
1698,56617645,1872608309997711501,"Und mitzuhelfen, dass sich alle gesehen fühlen.",Non-Propaganda,0
613,56123240,1884598554330583285,Für die Bürgerinnen und Bürger in Deutschland ist jedenfalls nun vollkommen klar:,Non-Propaganda,0
1287,56617467,1888521745659035925,"Eine neue Realpolitik in der Migration, eine Wirtschaftswende und eine ideologiefreie Energie- und Klimapolitik.",Propaganda,1
142,56617960,1884629061944631384,Dazu muss umgehend ein entsprechendes Pilotprojekt aufgesetzt werden.,Non-Propaganda,0
1715,56297327,1881782741077053731,Viel zu lange hat sich Deutschland etwa auf Exportüberschüssen ausgeruht statt in die Zukunft zu investieren.,Propaganda,1
1101,56296731,1885413928143884736,Nach diesem Tag gilt weiter:,Non-Propaganda,0
1822,56068208,1887074223610384567,Sofort beenden!,Non-Propaganda,0
1951,55973211,1891589260098019383,Und deswegen wollen wir runter.,Non-Propaganda,0
1088,56065971,1884257822570840189,"Dafür wurden wir diffamiert, beschimpft und vom Inlandsgeheimdienst beobachtet.",Non-Propaganda,0
653,56616937,1886082630480757229,"Herzlichen Dank an alle, die den Weg gestern zu uns fanden.",Non-Propaganda,0
972,56121521,1887190043456119166,Bei Markus Lanz hab ich das nochmal in den Fokus gestellt.,Non-Propaganda,0
388,56615950,1890358351449432233,Ein Etappenschritt!,Non-Propaganda,0
1658,56126753,1879634164141773079,"Dieser Waffenstillstand ist der erste Schritt, um alle israelischen Geiseln frei zu bekommen und den Gazastreifen wieder aufzubauen.",Non-Propaganda,0
987,56126148,1889236402040152365,"Denn es reicht doch nicht zu beklagen, dass in Deutschland viele Leute in Teilzeit arbeiten, vor allem Frauen.",Propaganda,1
1953,56303324,1889235055756611710,Was war das denn?,Non-Propaganda,0
1003,56069145,1875553007049568340,Zur Info!,Non-Propaganda,0
834,56123247,1892259597890584777,Die Äußerung des US-Präsidenten ist schockierend.,Propaganda,1
901,56066447,1885409587588702618,"Eine dramatische, bittere Woche geht zu Ende.",Non-Propaganda,0
1424,56617961,1881327857357685035,Die vergangenen 3 Jahre haben gezeigt:,Non-Propaganda,0
273,56618032,1878783673862115704,Endlich geht’s los - meine Deutschland-Tour und das große Gespräch mit den Bürgerinnen und Bürgern.,Non-Propaganda,0
1169,56123243,1880931668275634436,"Freue mich, dass Du heute in meiner Heimat bist.",Non-Propaganda,0
153,56296595,1886299097579065567,Im Osten schadet sie der AfD mit ihren elitären und transatlantischen Positionen.,Propaganda,1
1774,56594684,1883205232353755607,"Der Oppositionsführer sagt, er kann sich vorstellen, Gesetze einzubringen mit Unterstützung der AfD.",Non-Propaganda,0
740,56122209,1890140399508840783,"Reiche brauchen das nicht, für viele andere ist es bei weitem zu wenig.",Propaganda,1
1292,56619955,1892099296549277921,"Heute vor fünf Jahren wurden in Hanau neun Menschen Opfer eines grausamen, rassistisch motivierten Anschlags.",Non-Propaganda,0
1638,56621259,1884576160954130785,Allein sechs Millionen Jüdinnen und Juden wurden in der Schoah ermordet.,Non-Propaganda,0
1406,56123532,1891236254609473737,Ich war zu spontan begeistert!,Non-Propaganda,0
516,56621427,1884630257426210845,Die AfD ist ja auch die genehmere Opposition.,Non-Propaganda,0
711,56617127,1878116595077185930,Erkenne den Unterschied zwischen AfD und CDU in nur 20 Sekunden!,Non-Propaganda,0
1754,56298667,1878063960794005692,Jetzt ist nicht die Zelt für Politik auf dem Rücken der ganz normalen Leute.,Propaganda,1
670,56123703,1884519440462618637,"Der Wirtschaftswarntag macht klar, was die deutsche Wirtschaft besorgt: ein mutloses „Weiter-so“ einer Unionskoalition mit SPD oder Grünen.",Propaganda,1
1066,56620205,1876242888612614477,"Und genau die sollen es auch merken, dass sich ihre Arbeit auszahlt.",Propaganda,1
412,56066581,1891203341033644252,"Es glaubt doch niemand, dass er mehr in der Tasche hätte, wenn das Bürgergeld gekürzt wird.",Propaganda,1
1861,56619936,1893245762433085942,Morgen ist es soweit:,Non-Propaganda,0
1765,56068895,1884346983256649953,Menschen mit migrantischer Geschichte leben.,Non-Propaganda,0
1703,56615490,1877675861165396467,Was sind das für herzlose Menschen?,Propaganda,1
240,56126540,1887512611778142504,Nur mit ihr ist wirklich mehr für dich drin.,Propaganda,1
1701,56121775,1879121232475402462,Die Grenzen lückenlos schließen und jeden illegal und ohne Papiere Einreisenden zurückweisen.,Propaganda,1
112,56068802,1875621038371000342,Im Text ist „exklusiv“ ausdrücklich ausgeschlossen.,Non-Propaganda,0
1275,56122125,1880981662592639193,"klare Worte für das, was es jetzt braucht, um gemeinsam stark als Europäer aufzutreten.",Propaganda,1
534,56125112,1888677173285761520,Bislang konnte ich da immer zustimmen.,Non-Propaganda,0
124,56620160,1893270514379993208,Das ist unser Versprechen.,Propaganda,1
40,56117527,1889236186163544559,Wir entlasten die Mitte.,Propaganda,1
1711,56122685,1883599720117063852,Lasst uns gemeinsam einen echten Aufbruch im Land wagen.,Propaganda,1
1472,56620914,1880591176056832089,Jetzt live: GregorGysi spricht auf dem Bundesparteitag in Berlin!,Non-Propaganda,0
530,56117703,1878488987838648323,"Wir brauchen Politiker mit Rückgrat, die sich für Diplomatie und Frieden einsetzen – kein wahnwitziges ""Aufrüsten für Donald"", für das die AfD genauso steht wie Taurus-Merz und die grünen Sofakrieger.",Propaganda,1
1621,56067286,1877361933461987644,Drei-Prozent Panik?,Propaganda,1
978,56617660,1888513321650823406,Immer öfter werden Senior:innen aus ihren Wohnungen verdrängt – oft nach Jahrzehnten.,Propaganda,1
1650,56126723,1883638768453709850,Dass viele Kinder an Bewegungsmangel und Depressionen leiden führt kaum zu einer gesellschaftlichen Debatte.,Non-Propaganda,0
293,56118548,1880644327610999027,Heute startet unsere Wahlkampftour in Hannover!,Non-Propaganda,0
1180,56618307,1879850078967599263,"Lieber Gregor, zu deinem Geburtstag wünschen wir dir nur das Beste!",Non-Propaganda,0
126,56616094,1888692983274332395,Auch bei ihm keine Idee zur Wirtschaft.,Non-Propaganda,0
1062,56066454,1882451754438250999,Nach den gestrigen Morden in Aschaffenburg mischen sich Trauer und Wut.,Non-Propaganda,0
1819,56119116,1883091983536886223,Die Erneuerbaren sind nicht mehr aufzuhalten.,Non-Propaganda,0
366,56121974,1884940033150369906,"Ich bin froh, dass ich das nicht mittragen musste und meinen Kindern zuversichtlich und glaubwürdig begegnen kann.",Propaganda,1
1191,56066125,1884286845665652773,Olaf Scholz im Gespräch mit Bürger*innen in Berlin - Sei im Live-Stream dabei!,Non-Propaganda,0
1535,56620912,1874487254749679949,"Wir in Deutschland wissen, wie furchtbar das ist – Magdeburg ist nicht einmal 2 Wochen her.",Non-Propaganda,0
1923,56617591,1873678405440545258,"Ich erwarte eine umfassende Darlegung des aktuellen Ermittlungsstandes durch die Sicherheitsbehörden aus Land und Bund"", so DirkWieseSPD vor den Sitzungen von PKGr und Innenausschuss im Bundestag.",Non-Propaganda,0
765,56303051,1876997699347644604,Weil es jetzt um alles geht!,Propaganda,1
1898,56299682,1883464747301130721,Wir beschließen heute unser Regierungsprogramm.,Non-Propaganda,0
1553,56627021,1889235885922582625,"Und dafür bitte ich Sie, die Wählerinnen und Wähler, um Ihre Unterstützung.",Non-Propaganda,0
764,56066893,1885320008936337740,Und diese Voraussetzung wollten Sie leider nicht herstellen!,Non-Propaganda,0
1227,56623238,1879469930841780714,Nur die AfD hat die „Energiewende“ stets abgelehnt.,Propaganda,1
129,56297195,1893259954208879040,Jede Stimme für DIE LINKE ist eine Stimme für ein bezahlbares und gutes Leben.,Propaganda,1
75,56619073,1876239807451738546,"Uns ging es immer um das Land, und keine Tatsache belegt das mehr, als dass wir für unsere Überzeugung, dass das Land eine Wirtschaftswende braucht, ein weiteres Mal in unserer Geschichte unsere gesamte politische Existenz in die Waagschale werfen“, so c_lindner bei 3K25",Propaganda,1
911,56123798,1887201896324026621,Man versucht uns illegal aus dem TV zu halten.,Propaganda,1
544,56123932,1875933243083833554,Sein Vermächtnis bleibt auch zu seinem heutigen 149. Geburtstag eine Richtschnur in Zeiten globaler Herausforderungen.,Non-Propaganda,0
473,56117875,1890415713665560937,Deutschlands Kultur ist einzigartig und muss bewahrt werden.,Propaganda,1
1571,56621747,1891781223678194171,Das begann mit der CDU und Angela Merkel und wurde fortgeführt von der Ampel.,Non-Propaganda,0
54,56067896,1892690730969137571,Jetzt einschalten und mitreden.,Non-Propaganda,0
1519,56619453,1873688364169470016,Wir haben viele gute Köpfe.,Non-Propaganda,0
1223,56620535,1892153088741412914,Ein lebendiges Gedenken wahrt,Non-Propaganda,0
154,56619506,1878043080714059894,Deshalb will Olaf Scholz einen Schritt weiter gehen: „Wir wollen einen Mindestlohn von 15 Euro.,Non-Propaganda,0
1954,55973270,1874848375939473510,Dazu reduzieren wir die Einkommensteuer spürbar und entlasten so vor allem Menschen mit niedrigen und mittleren Einkommen.,Non-Propaganda,0
1438,56118951,1886851044044681604,._FriedrichMerz: „Wir werden wahrscheinlich das dritte Jahr in Folge Rezession erleben.,Non-Propaganda,0
554,56125329,1892259597890584777,Richtig ist: Der Diktator Putin hat die Demokratie Ukraine überfallen.,Propaganda,1
695,56119149,1884873073452830853,Deutschland und Frankreich ökonomisch kaputt.,Propaganda,1
411,56620366,1875833831271395706,Die Regierung und Bundestag sind handlungsfähig.,Non-Propaganda,0
1996,56615978,1886755640934035568,"Über 70.000 Mitglieder, volle Wahlkampfveranstaltungen, Umfragen auf 5 Prozent, unsere Social-Media-Kanäle boomen.",Non-Propaganda,0
499,56125569,1876207131206332707,Jetzt geht es los:,Non-Propaganda,0
973,56121705,1883599282122764399,Der Bundeskanzler sollte sich um die Lösung der Probleme kümmern,Propaganda,1
1482,56617222,1879809445833891873,Es braucht nur Mut.,Propaganda,1
1702,56296554,1891586802764357997,Unkompliziert und günstig durch Deutschland reisen – jetzt und in Zukunft.,Propaganda,1
403,56619253,1884149404711673956,"Geschäftsführer der Fraktion, stellt mit weiteren Abgeordneten unsere Anträge und Initiativen für die aktuelle Sitzungswoche vor.",Non-Propaganda,0
1329,56618388,1878080990813229528,"Gemeinsam mit ihm kämpfen wir dafür, dass 'Mehr für Dich' drin ist.",Propaganda,1
213,56616781,1884606430646259865,Fast ein Drittel von uns in diesem Land hat eine Migrationsgeschichte.,Non-Propaganda,0
478,56297031,1890053327565824133,Die ideologische Energiewende hat unser Land an den Rand der Energiekrise gebracht.,Propaganda,1
674,56617242,1884239671515107788,Kern der EU ist Zusammenarbeit.,Propaganda,1
715,56071736,1876986174994022853,Deutschland braucht einen grundlegenden Politikwechsel und dies gilt ganz besonders für die Wirtschaftspolitik.“(tm),Propaganda,1
589,56626870,1878033292659757454,.larsklingbeil dankt in seiner Rede auf dem spdbpt25 den vielen motivierten Genossinnen und Genossen:,Non-Propaganda,0
1309,56621470,1888539885474107444,"Es geht um unser Land und deshalb sage ich auch: Die dringend notwendige Wende in der Wirtschaftspolitik und Migrationspolitik wird es nur mit den Freien Demokraten gehen“, so KubickiWo beim BPT25. jetztFDP",Propaganda,1
82,56617631,1884606305966690332,Viele Bürgerinnen und Bürger haben auf ihr Wort vertraut.,Non-Propaganda,0
1144,56123784,1887149418480034239,Trumps Gaza-Pläne sind widerlich.,Propaganda,1
1351,56623209,1888555904443781208,"Über eine Million Tote, die Ukraine liegt in Trümmern und die deutsche Wirtschaft liegt am Boden.",Propaganda,1
657,56071564,1893050793646866849,Ich werde die Spaltung unseres Landes nicht zulassen.,Non-Propaganda,0
1410,56066158,1888531837368033771,Verfolge die Rede im Livestream auf BPT25 jetztFDP,Non-Propaganda,0
296,56068926,1889332202548216249,"Das ist nur durch brachiale Kürzungen zulasten von Renten, Gesundheit & Bildung zu finanzieren.",Propaganda,1
80,56296340,1893255484083257717,Mit uns gibt es die Chance auf eine Deutschland-Koalition.,Non-Propaganda,0
1025,56620350,1874187986386255961,Das neue Jahr steht vor der Tür - lasst es uns zu einem Jahr der Hoffnung und der Solidarität machen!,Propaganda,1
1943,56621506,1892227642755096891,Es gibt keinen automatischen Anspruch auf den deutschen Pass.,Non-Propaganda,0
513,56125057,1889270194792489337,Mit den schädlichen Sanktionen haben wir uns einseitig von den USA und Trump abhängig und extrem verwundbar gemacht.,Propaganda,1
1909,56619393,1887197887517335663,Statt Klima-Hysterie: Die AfD wird dem Beispiel der Trump-Regierung folgen und Deutschlands Ausstieg aus dem sinnlosen Pariser Klima-Abkommen durchsetzen.,Propaganda,1
769,56117556,1891991029768769772,"Aber ich weiß eins: Dauerhaft über Jahre und Jahrzehnte mit wachsender Staatsverschuldung die Verteidigungsfähigkeit sicherzustellen, wäre nicht nachhaltig.",Propaganda,1
